"X","date","time","Province","District","items_sold_label","Food.Item...English","source_channel","source_location","market_transport","items_sold"
1026,"2023-12-28","14:01:34","Western","Rusizi","inyamaz`inka","Cow Meat","own_farm","Rusizi","car,walk","inyamaz`inka"
1027,"2023-12-28","14:05:05","Western","Karongi","ibirayi","Potato","wholesaler","Karongi","moto","ibirayi"
1028,"2023-12-28","14:10:16","Eastern","Kayonza","imyumbati","Cassava Root","neighbour_farm","Kayonza","walk","imyumbati"
1029,"2023-12-28","14:14:43","Western","Rusizi","ibijumbaby`umweru","Sweet Potatoes White","own_farm","Nyamasheke","car","ibijumbaby`umweru"
1030,"2023-12-28","14:15:47","Western","Karongi","ibirayi","Potato","wholesaler","Karongi","walk","ibirayi"
1031,"2023-12-28","14:21:19","Western","Karongi","ibishyimbo","Field Beans","wholesaler","Karongi","walk","ibishyimbo"
1032,"2023-12-28","14:24:32","Western","Rusizi","ibitoki(by`imineke","Banana Beer","wholesaler","Rusizi","walk","ibitoki(by`imineke"
1034,"2023-12-28","14:24:32","Western","Rusizi","amatunda","Passionfruit","wholesaler","Rusizi","walk","amatunda"
1035,"2023-12-28","14:35:53","Eastern","Kayonza","inyanya","Tomato","neighbour_farm","Kayonza","car","inyanya"
1036,"2023-12-28","14:35:53","Eastern","Kayonza","karoti","Carrot","neighbour_farm","Kayonza","car","karoti"
1037,"2023-12-28","14:35:53","Eastern","Kayonza","biringanya","Aubergine","neighbour_farm","Kayonza","car","biringanya"
1038,"2023-12-28","14:36:52","Western","Karongi","soya","Soya Beans","bulk_market","Karongi","walk","soya"
1039,"2023-12-28","14:36:52","Western","Karongi","ibishyimbo","Field Beans","wholesaler","Karongi","walk","ibishyimbo"
1040,"2023-12-28","14:41:19","Western","Rusizi","ibitoki(by`imineke","Banana Beer","wholesaler","Rusizi","bicycle","ibitoki(by`imineke"
1041,"2023-12-28","14:41:19","Western","Rusizi","voka","Avocado","wholesaler","Rusizi","bicycle","voka"
1042,"2023-12-28","14:44:51","Western","Karongi","ibisheke","Sugarcane","farm_group","Nyamasheke","walk","ibisheke"
1043,"2023-12-28","14:45:15","Eastern","Rwamagana","ibirayi","Potato","wholesaler","Rwamagana","car,moto","ibirayi"
1044,"2023-12-28","14:46:50","Eastern","Gatsibo","ibishyimbo","Field Beans","bulk_market","Gatsibo","walk","ibishyimbo"
1045,"2023-12-28","14:50:23","Eastern","Kayonza","inyanya","Tomato","neighbour_farm","Kayonza","walk","inyanya"
1046,"2023-12-28","14:55:43","Eastern","Gatsibo","ibishyimbo","Field Beans","bulk_market","Gatsibo","car,moto","ibishyimbo"
1047,"2023-12-28","14:55:43","Eastern","Gatsibo","amasaka","Sorghum","bulk_market","Gatsibo","car,moto","amasaka"
1048,"2023-12-28","14:56:14","Eastern","Rwamagana","ibirayi","Potato","wholesaler","Rwamagana","walk","ibirayi"
1049,"2023-12-28","14:56:17","Eastern","Kayonza","urusenda","Chilli","neighbour_farm","Kayonza","walk","urusenda"
1050,"2023-12-28","15:02:55","Western","Rusizi","ibishyimbo","Field Beans","own_farm","Rusizi","walk","ibishyimbo"
1051,"2023-12-28","15:02:55","Western","Rusizi","ibirayi","Potato","wholesaler","Rusizi","walk","ibirayi"
1052,"2023-12-28","15:02:55","Western","Rusizi","ubunyobwa","Ground Nuts","wholesaler","Rusizi","walk","ubunyobwa"
1053,"2023-12-28","15:03:50","Eastern","Rwamagana","ibirayi","Potato","wholesaler","Rwamagana","walk","ibirayi"
1054,"2023-12-28","15:04:05","Eastern","Kayonza","biringanya","Aubergine","neighbour_farm","Kayonza","walk","biringanya"
1055,"2023-12-28","15:05:29","Eastern","Gatsibo","ibishyimbo","Field Beans","bulk_market","Gatsibo","walk","ibishyimbo"
1056,"2023-12-28","15:18:34","Eastern","Gatsibo","ibigori","Maize","bulk_market","Gatsibo","walk","ibigori"
1057,"2023-12-28","15:18:46","Eastern","Rwamagana","amasaka","Sorghum","wholesaler","Rwamagana","walk","amasaka"
1058,"2023-12-28","15:18:46","Eastern","Rwamagana","ibishyimbo","Field Beans","bulk_market","Rwamagana","walk","ibishyimbo"
1059,"2023-12-28","15:19:02","Eastern","Kayonza","ibishyimbo","Field Beans","neighbour_farm","Kayonza","walk","ibishyimbo"
1060,"2023-12-28","15:22:17","Eastern","Kayonza","inyamaz`inka","Cow Meat","neighbour_farm","Kayonza","bicycle","inyamaz`inka"
1061,"2023-12-29","10:29:56","Southern","Nyamagabe","ibigori","Maize","farm_group","Nyamagabe","walk","ibigori"
1062,"2023-12-29","10:37:11","Southern","Nyamagabe","ibishyimbo","Field Beans","farm_group","Nyamagabe","walk","ibishyimbo"
1063,"2023-12-29","10:37:11","Southern","Nyamagabe","ingano","Barley","farm_group","Nyamagabe","walk","ingano"
1064,"2023-12-29","10:49:00","Southern","Nyamagabe","amasaka","Sorghum","farm_group","Nyamagabe","walk","amasaka"
1065,"2023-12-29","10:54:55","Southern","Nyamagabe","amashaza","Green Peas","farm_group","Nyamagabe","walk","amashaza"
1066,"2023-12-29","11:00:56","Southern","Nyamagabe","amashaza","Green Peas","farm_group","Nyamagabe","walk","amashaza"
1067,"2023-12-29","11:04:53","Southern","Nyamagabe","amashaza","Green Peas","farm_group","Nyamagabe","walk","amashaza"
1068,"2023-12-29","11:11:16","Southern","Nyamagabe","ibigori","Maize","farm_group","Nyamagabe","walk","ibigori"
1069,"2023-12-29","11:18:50","Southern","Nyamagabe","ibishyimbo","Field Beans","farm_group","Nyamagabe","walk","ibishyimbo"
1070,"2023-12-29","11:30:53","Southern","Nyamagabe","ibishyimbo","Field Beans","farm_group","Nyamagabe","walk","ibishyimbo"
1071,"2023-12-29","11:35:07","Southern","Nyamagabe","ibitunguru","Onion","farm_group","Nyamagabe","walk","ibitunguru"
1072,"2023-12-29","11:35:07","Southern","Nyamagabe","urusenda","Chilli","farm_group","Nyamagabe","walk","urusenda"
1073,"2023-12-29","11:42:24","Southern","Nyamagabe","isombe","Cassava Leaves","farm_group","Nyamagabe","walk","isombe"
1074,"2023-12-29","11:42:24","Southern","Nyamagabe","dodo","Amaranth Leaves","bulk_market","Nyamagabe","walk","dodo"
1075,"2023-12-29","11:49:24","Southern","Nyamagabe","isombe","Cassava Leaves","farm_group","Nyamagabe","walk","isombe"
1076,"2023-12-29","11:53:20","Southern","Nyamagabe","ibitunguru","Onion","farm_group","Nyamagabe","walk","ibitunguru"
1077,"2023-12-29","11:53:20","Southern","Nyamagabe","urusenda","Chilli","farm_group","Nyamagabe","walk","urusenda"
1078,"2023-12-29","12:00:21","Southern","Nyamagabe","ibitunguru","Onion","bulk_market","Nyamagabe","walk","ibitunguru"
1079,"2023-12-29","12:00:21","Southern","Nyamagabe","karoti","Carrot","bulk_market","Nyamagabe","walk","karoti"
1080,"2023-12-29","12:00:21","Southern","Nyamagabe","inyanya","Tomato","bulk_market","Nyamagabe","walk","inyanya"
1081,"2023-12-29","12:11:37","Southern","Nyamagabe","amashu","Cabbage","farm_group","Nyamagabe","walk","amashu"
1082,"2023-12-29","12:16:31","Southern","Nyamagabe","amashu","Cabbage","farm_group","Nyamagabe","walk","amashu"
1083,"2023-12-29","12:21:29","Southern","Nyamagabe","inyanya","Tomato","bulk_market","Nyamagabe","walk","inyanya"
1084,"2023-12-29","12:21:29","Southern","Nyamagabe","ibinyomoro","Tree Tomato","farm_group","Nyamagabe","walk","ibinyomoro"
1085,"2023-12-29","12:28:27","Southern","Nyamagabe","dodo","Amaranth Leaves","bulk_market","Nyamagabe","walk","dodo"
1086,"2023-12-29","12:34:22","Southern","Nyamagabe","inyanya","Tomato","bulk_market","Nyamagabe","walk","inyanya"
1087,"2023-12-29","12:34:22","Southern","Nyamagabe","karoti","Carrot","farm_group","Nyamagabe","walk","karoti"
1088,"2023-12-29","12:34:22","Southern","Nyamagabe","biringanya","Aubergine","farm_group","Nyamagabe","walk","biringanya"
1089,"2023-12-29","12:43:32","Southern","Nyamagabe","amashu","Cabbage","farm_group","Nyamagabe","walk","amashu"
1090,"2023-12-29","12:47:36","Southern","Nyamagabe","isombe","Cassava Leaves","farm_group","Nyamagabe","walk","isombe"
1091,"2023-12-29","12:47:36","Southern","Nyamagabe","biringanya","Aubergine","bulk_market","Nyamagabe","walk","biringanya"
1092,"2023-12-29","12:47:36","Southern","Nyamagabe","imiteja","Faba Beans","farm_group","Nyamagabe","walk","imiteja"
1093,"2023-12-29","12:56:45","Southern","Nyamagabe","imiteja","Faba Beans","farm_group","Nyamagabe","walk","imiteja"
1094,"2023-12-29","12:56:45","Southern","Nyamagabe","karoti","Carrot","farm_group","Nyamagabe","walk","karoti"
1095,"2023-12-29","13:28:40","Southern","Nyamagabe","imyumbati","Cassava Root","farm_group","Nyamagabe","walk","imyumbati"
1096,"2023-12-29","13:32:34","Southern","Nyamagabe","imyumbati","Cassava Root","farm_group","Nyamagabe","walk","imyumbati"
1097,"2023-12-29","13:37:33","Southern","Nyamagabe","imyumbati","Cassava Root","farm_group","Nyamagabe","walk","imyumbati"
1098,"2023-12-29","13:41:33","Southern","Nyamagabe","ibitoki(byoguteka)","Banana Cooking","farm_group","Nyamagabe","walk","ibitoki(byoguteka)"
1099,"2023-12-29","13:46:34","Southern","Nyamagabe","ibitoki(byoguteka)","Banana Cooking","farm_group","Nyamagabe","bicycle,walk","ibitoki(byoguteka)"
1100,"2023-12-29","13:50:02","Southern","Nyamagabe","ibitoki(byoguteka)","Banana Cooking","farm_group","Nyamagabe","walk","ibitoki(byoguteka)"
1101,"2023-12-29","14:52:11","Southern","Nyamagabe","inanasi","Pineapple","farm_group","Nyamagabe","walk","inanasi"
1102,"2023-12-29","14:55:26","Southern","Nyamagabe","ibijumbaby`umweru","Sweet Potatoes White","farm_group","Nyamagabe","walk","ibijumbaby`umweru"
1104,"2023-12-29","15:03:14","Southern","Nyamagabe","ibijumbaby`umweru","Sweet Potatoes White","farm_group","Nyamagabe","walk","ibijumbaby`umweru"
1105,"2023-12-29","15:06:26","Southern","Nyamagabe","voka","Avocado","farm_group","Nyamagabe","walk","voka"
1106,"2023-12-29","15:10:21","Southern","Nyamagabe","amapera","Guava","bulk_market","Nyamagabe","walk","amapera"
1107,"2023-12-29","15:10:21","Southern","Nyamagabe","voka","Avocado","farm_group","Nyamagabe","walk","voka"
1108,"2023-12-29","15:16:55","Southern","Nyamagabe","voka","Avocado","own_farm","Nyamagabe","walk","voka"
1109,"2023-12-30","09:08:37","Southern","Huye","karoti","Carrot","own_farm","Huye","bicycle","karoti"
1110,"2023-12-30","09:08:37","Southern","Huye","imiteja","Faba Beans","own_farm","Huye","bicycle","imiteja"
1111,"2023-12-30","09:10:48","Western","Ngororero","inyanya","Tomato","bulk_market","Ngororero","walk","inyanya"
1112,"2023-12-30","09:10:48","Western","Ngororero","imiteja","Faba Beans","neighbour_farm","Ngororero","walk","imiteja"
1113,"2023-12-30","09:10:48","Western","Ngororero","biringanya","Aubergine","neighbour_farm","Ngororero","walk","biringanya"
1114,"2023-12-30","09:13:45","Southern","Huye","urusenda","Chilli","own_farm","Huye","bicycle","urusenda"
1115,"2023-12-30","09:18:08","Southern","Huye","inyanya","Tomato","own_farm","Huye","walk","inyanya"
1116,"2023-12-30","09:21:31","Western","Ngororero","karoti","Carrot","bulk_market","Ngororero","walk","karoti"
1117,"2023-12-30","09:21:31","Western","Ngororero","inyanya","Tomato","bulk_market","Ngororero","walk","inyanya"
1118,"2023-12-30","09:21:31","Western","Ngororero","dodo","Amaranth Leaves","neighbour_farm","Ngororero","walk","dodo"
1119,"2023-12-30","09:22:34","Southern","Huye","karoti","Carrot","own_farm","Huye","bicycle","karoti"
1120,"2023-12-30","09:22:34","Southern","Huye","urusenda","Chilli","own_farm","Huye","bicycle","urusenda"
1121,"2023-12-30","09:30:21","Western","Ngororero","ibitoki(by`imineke","Banana Beer","neighbour_farm","Ngororero","walk","ibitoki(by`imineke"
1122,"2023-12-30","09:30:21","Western","Ngororero","amatunda","Passionfruit","bulk_market","Ngororero","walk","amatunda"
1123,"2023-12-30","09:30:21","Western","Ngororero","ibinyomoro","Tree Tomato","neighbour_farm","Ngororero","walk","ibinyomoro"
1124,"2023-12-30","09:30:56","Southern","Huye","urusenda","Chilli","own_farm","Huye","bicycle,walk","urusenda"
1125,"2023-12-30","09:38:20","Southern","Huye","beterave","Beetroot","own_farm","Ruhango","car,moto","beterave"
1126,"2023-12-30","09:44:14","Southern","Huye","beterave","Beetroot","own_farm","Huye","walk","beterave"
1127,"2023-12-30","09:48:03","Southern","Huye","imiteja","Faba Beans","own_farm","Huye","bicycle,walk","imiteja"
1128,"2023-12-30","09:51:21","Western","Ngororero","inyamaz`inka","Cow Meat","bulk_market","Ngororero","moto","inyamaz`inka"
1129,"2023-12-30","09:52:53","Southern","Huye","inyanya","Tomato","own_farm","Huye","walk","inyanya"
1130,"2023-12-30","09:54:59","Western","Ngororero","inyamaz`inka","Cow Meat","bulk_market","Ngororero","moto","inyamaz`inka"
1131,"2023-12-30","09:56:08","Southern","Huye","ibitunguru","Onion","own_farm","Huye","car","ibitunguru"
1132,"2023-12-30","10:01:19","Southern","Huye","ibitunguru","Onion","own_farm","Huye","bicycle","ibitunguru"
1133,"2023-12-30","10:06:22","Southern","Huye","ibitunguru","Onion","own_farm","Gisagara","bicycle","ibitunguru"
1135,"2023-12-30","10:11:10","Southern","Huye","ibishyimbo","Field Beans","own_farm","Huye","bicycle","ibishyimbo"
1136,"2023-12-30","10:13:58","Western","Ngororero","imyumbati","Cassava Root","neighbour_farm","Ngororero","walk","imyumbati"
1137,"2023-12-30","10:13:58","Western","Ngororero","ibijumbaby`umweru","Sweet Potatoes White","neighbour_farm","Ngororero","walk","ibijumbaby`umweru"
1138,"2023-12-30","10:15:45","Southern","Huye","ibishyimbo","Field Beans","own_farm","Huye","bicycle","ibishyimbo"
1139,"2023-12-30","10:20:35","Southern","Huye","ibishyimbo","Field Beans","own_farm","Huye","bicycle","ibishyimbo"
1140,"2023-12-30","10:20:46","Western","Ngororero","ibijumbaby`umweru","Sweet Potatoes White","neighbour_farm","Ngororero","walk","ibijumbaby`umweru"
1141,"2023-12-30","10:20:46","Western","Ngororero","imyumbati","Cassava Root","neighbour_farm","Ngororero","walk","imyumbati"
1142,"2023-12-30","10:20:46","Western","Ngororero","amateke","Taro","neighbour_farm","Ngororero","walk","amateke"
1143,"2023-12-30","10:26:38","Southern","Huye","amasaka","Sorghum","own_farm","Huye","bicycle","amasaka"
1144,"2023-12-30","10:30:58","Southern","Huye","amasaka","Sorghum","own_farm","Huye","walk","amasaka"
1145,"2023-12-30","10:31:16","Western","Ngororero","ibijumbaby`umweru","Sweet Potatoes White","bulk_market","Ngororero","walk","ibijumbaby`umweru"
1146,"2023-12-30","10:31:16","Western","Ngororero","imyumbati","Cassava Root","bulk_market","Ngororero","walk","imyumbati"
1147,"2023-12-30","10:41:18","Southern","Huye","amashu","Cabbage","own_farm","Huye","bicycle","amashu"
1150,"2023-12-30","10:49:24","Western","Ngororero","ibinyomoro","Tree Tomato","bulk_market","Ngororero","walk","ibinyomoro"
1153,"2023-12-30","11:00:37","Southern","Huye","isombe","Cassava Leaves","own_farm","Huye","walk","isombe"
1154,"2023-12-30","11:01:09","Western","Ngororero","karoti","Carrot","wholesaler","Ngororero","walk","karoti"
1155,"2023-12-30","11:12:27","Western","Ngororero","amashu","Cabbage","neighbour_farm","Ngororero","walk","amashu"
1156,"2023-12-30","11:12:27","Western","Ngororero","amashaza","Green Peas","neighbour_farm","Ngororero","walk","amashaza"
1157,"2023-12-30","11:12:27","Western","Ngororero","karoti","Carrot","bulk_market","Ngororero","walk","karoti"
1158,"2023-12-30","11:42:02","Southern","Huye","ibitoki(byoguteka)","Banana Cooking","own_farm","Huye","walk","ibitoki(byoguteka)"
1159,"2023-12-30","11:45:13","Southern","Huye","ibitoki(byoguteka)","Banana Cooking","own_farm","Huye","walk","ibitoki(byoguteka)"
1160,"2023-12-30","11:47:53","Southern","Huye","umuceri","Rice","wholesaler","Huye","walk","umuceri"
1161,"2023-12-30","11:49:04","Western","Ngororero","inyanya","Tomato","bulk_market","Ngororero","walk","inyanya"
1162,"2023-12-30","11:49:04","Western","Ngororero","karoti","Carrot","bulk_market","Ngororero","walk","karoti"
1163,"2023-12-30","11:55:57","Southern","Huye","umuceri","Rice","wholesaler","Huye","walk","umuceri"
1164,"2023-12-30","11:57:16","Western","Ngororero","ibitunguru","Onion","wholesaler","Ngororero","walk","ibitunguru"
1165,"2023-12-30","11:57:16","Western","Ngororero","beterave","Beetroot","bulk_market","Ngororero","walk","beterave"
1166,"2023-12-30","11:59:21","Southern","Huye","isombe","Cassava Leaves","own_farm","Huye","walk","isombe"
1168,"2023-12-30","12:48:12","Western","Ngororero","ibitoki(by`imineke","Banana Beer","neighbour_farm","Ngororero","walk","ibitoki(by`imineke"
1169,"2023-12-30","12:48:12","Western","Ngororero","umuceri","Rice","wholesaler","Ngororero","walk","umuceri"
1170,"2023-12-30","12:48:12","Western","Ngororero","ibirayi","Potato","bulk_market","Ngororero","walk","ibirayi"
1171,"2023-12-30","12:54:52","Western","Ngororero","ibitoki(by`imineke","Banana Beer","neighbour_farm","Ngororero","walk","ibitoki(by`imineke"
1172,"2023-12-30","12:58:32","Western","Ngororero","inyamaz`inka","Cow Meat","bulk_market","Ngororero","walk","inyamaz`inka"
1,"2024-01-04","23:36:29","Southern","Huye","ibitoki","Banana Cooking","neighbour_farm","Huye","bicycle","ibitoki"
2,"2024-01-04","23:19:59","Southern","Huye","avoka","Avocado","neighbour_farm","Huye","bicycle","avoka"
3,"2024-01-04","22:42:03","Eastern","Ngoma","amasaka","Sorghum","neighbour_farm","Ngoma","bicycle","amasaka"
4,"2024-01-04","22:37:55","Eastern","Ngoma","ibigori","Maize","neighbour_farm","Ngoma","bicycle","ibigori"
5,"2024-01-04","22:31:07","Eastern","Ngoma","ibishyimbo byumye","Field Beans","neighbour_farm","Ngoma","walk","ibishyimbo byumye"
6,"2024-01-04","22:26:04","Eastern","Kirehe","amateke ya taro","Taro","neighbour_farm","Kirehe","bicycle","amateke ya taro"
7,"2024-01-04","22:23:23","Southern","Huye","amashu","Cabbage","neighbour_farm","Huye","bicycle","amashu"
8,"2024-01-04","22:16:23","Eastern","Rwamagana","ibinyomoro","Tree Tomato","neighbour_farm","Rwamagana","walk","ibinyomoro"
9,"2024-01-04","22:12:13","Eastern","Rwamagana","amatunda","Passionfruit","neighbour_farm","Rwamagana","walk","amatunda"
10,"2024-01-04","22:06:15","Southern","Kamonyi","ibinyomoro","Tree Tomato","neighbour_farm","Kamonyi","bicycle","ibinyomoro"
11,"2024-01-04","22:06:04","Eastern","Rwamagana","amapera","Guava","neighbour_farm","Rwamagana","walk","amapera"
13,"2024-01-04","21:59:53","Eastern","Kirehe","karoti","Carrot","neighbour_farm","Kirehe","moto","karoti"
14,"2024-01-04","21:59:31","Southern","Kamonyi","imyembe","Mango","neighbour_farm","Kamonyi","bicycle","imyembe"
15,"2024-01-04","21:49:15","Western","Rutsiro","ibisheke","Sugarcane","wholesaler","Rutsiro","walk","ibisheke"
16,"2024-01-04","21:38:13","Eastern","Bugesera","ibihaza","Pumpkin","wholesaler","Bugesera","bicycle","ibihaza"
17,"2024-01-04","21:38:01","Southern","Ruhango","ibihaza","Pumpkin","wholesaler","Ruhango","bicycle","ibihaza"
18,"2024-01-04","21:35:45","Western","Nyamasheke","imboga za dodo","Amaranth Leaves","own_farm","Nyamasheke","bicycle","imboga za dodo"
19,"2024-01-04","21:22:26","Kigali","Kicukiro","ibitunguru","Onion","wholesaler","Kicukiro","bicycle","ibitunguru"
20,"2024-01-04","21:14:56","Western","Karongi","ibitunguru","Onion","wholesaler","Don't Know","walk","ibitunguru"
21,"2024-01-04","21:10:44","Kigali","Nyarugenge","ibitoki","Banana Cooking","cooperative","Rwamagana","truck","ibitoki"
22,"2024-01-04","21:09:01","Western","Karongi","inyanya","Tomato","neighbour_farm","Karongi","walk","inyanya"
23,"2024-01-04","21:07:40","Eastern","Kirehe","ibishyimbo byumye","Field Beans","neighbour_farm","Kirehe","bicycle","ibishyimbo byumye"
24,"2024-01-04","21:06:46","Western","Nyamasheke","amasaka","Sorghum","neighbour_farm","Nyamasheke","bicycle","amasaka"
26,"2024-01-04","21:03:37","Southern","Muhanga","imiteja","Faba Beans","neighbour_farm","Don't Know","walk","imiteja"
27,"2024-01-04","21:03:26","Eastern","Kirehe","ingano za sayiri","Barley","wholesaler","Kirehe","bicycle","ingano za sayiri"
28,"2024-01-04","21:03:18","Western","Karongi","karoti","Carrot","wholesaler","Rubavu","car","karoti"
31,"2024-01-04","20:48:41","Northern","Gakenke","ibitunguru","Onion","wholesaler","Gakenke","car","ibitunguru"
33,"2024-01-04","20:28:36","Northern","Burera","ibitunguru","Onion","wholesaler","Don't Know","moto","ibitunguru"
34,"2024-01-04","20:27:46","Southern","Ruhango","ibigori","Maize","own_farm","Ruhango","bicycle","ibigori"
36,"2024-01-04","20:13:11","Eastern","Kirehe","ibijumba_by'_umweru","Sweet Potatoes White","neighbour_farm","Kirehe","moto","ibijumba_by'_umweru"
42,"2024-01-04","20:11:47","Eastern","Kirehe","ibigori","Maize","wholesaler","Kirehe","car","ibigori"
45,"2024-01-04","19:43:23","Northern","Gicumbi","ibihaza","Pumpkin","neighbour_farm","Gicumbi","bicycle","ibihaza"
47,"2024-01-04","19:34:24","Western","Nyamasheke","ibigori","Maize","wholesaler","Nyamasheke","car","ibigori"
48,"2024-01-04","19:26:03","Western","Karongi","karoti","Carrot","neighbour_farm","Karongi","bicycle","karoti"
51,"2024-01-04","18:45:23","Northern","Gicumbi","ibigori","Maize","wholesaler","Burera","bicycle","ibigori"
52,"2024-01-04","18:33:11","Northern","Gicumbi","ibishyimbo byumye","Field Beans","wholesaler","Burera","bicycle","ibishyimbo byumye"
53,"2024-01-04","18:28:08","Eastern","Nyagatare","ibitoki","Banana Cooking","wholesaler","Nyagatare","bicycle","ibitoki"
54,"2024-01-04","18:25:59","Eastern","Kirehe","soya","Soya Beans","wholesaler","Kicukiro","car","soya"
55,"2024-01-04","18:18:58","Western","Nyamasheke","ibitoki","Banana Cooking","neighbour_farm","Nyamasheke","walk","ibitoki"
56,"2024-01-04","18:12:13","Eastern","Nyagatare","ibitunguru","Onion","wholesaler","Nyagatare","bicycle","ibitunguru"
57,"2024-01-04","18:12:07","Southern","Huye","ibijumba_by'_umweru","Sweet Potatoes White","wholesaler","Huye","bicycle","ibijumba_by'_umweru"
58,"2024-01-04","18:11:12","Southern","Nyamagabe","ibijumba_by'_umweru","Sweet Potatoes White","neighbour_farm","Nyamagabe","walk","ibijumba_by'_umweru"
59,"2024-01-04","18:08:48","Eastern","Nyagatare","imiteja","Faba Beans","wholesaler","Nyagatare","bicycle","imiteja"
60,"2024-01-04","18:07:37","Eastern","Nyagatare","imiteja","Faba Beans","wholesaler","Nyagatare","bicycle","imiteja"
61,"2024-01-04","18:06:26","Eastern","Kirehe","amashu","Cabbage","neighbour_farm","Kirehe","moto","amashu"
62,"2024-01-04","18:03:59","Eastern","Nyagatare","beterave","Beetroot","wholesaler","Nyagatare","bicycle","beterave"
63,"2024-01-04","18:03:09","Eastern","Nyagatare","karoti","Carrot","wholesaler","Nyagatare","bicycle","karoti"
64,"2024-01-04","17:59:06","Kigali","Nyarugenge","urusenda","Chilli","own_farm","Nyarugenge","bicycle","urusenda"
65,"2024-01-04","17:58:03","Northern","Gakenke","ibinyomoro","Tree Tomato","neighbour_farm","Gakenke","walk","ibinyomoro"
66,"2024-01-04","17:52:48","Southern","Huye","ibishyimbo byumye","Field Beans","wholesaler","Huye","bicycle","ibishyimbo byumye"
67,"2024-01-04","17:51:40","Northern","Gakenke","amatunda","Passionfruit","neighbour_farm","Gakenke","walk","amatunda"
69,"2024-01-04","17:45:56","Kigali","Kicukiro","imboga za dodo","Amaranth Leaves","neighbour_farm","Don't Know","bicycle","imboga za dodo"
70,"2024-01-04","17:44:56","Eastern","Nyagatare","uburo","Millet","neighbour_farm","Nyagatare","bicycle","uburo"
71,"2024-01-04","17:43:38","Eastern","Ngoma","uburo","Millet","neighbour_farm","Ngoma","bicycle","uburo"
72,"2024-01-04","17:42:11","Kigali","Nyarugenge","amateke ya taro","Taro","wholesaler","Nyagatare","car","amateke ya taro"
73,"2024-01-04","17:40:21","Eastern","Kayonza","inyanya","Tomato","wholesaler","Kayonza","bicycle","inyanya"
74,"2024-01-04","17:39:07","Eastern","Kayonza","beterave","Beetroot","own_farm","Gakenke","walk","beterave"
75,"2024-01-04","17:37:43","Kigali","Nyarugenge","ibijumba_by'_umweru","Sweet Potatoes White","wholesaler","Nyarugenge","moto","ibijumba_by'_umweru"
76,"2024-01-04","17:37:11","Northern","Rulindo","ibijumba_by'_umweru","Sweet Potatoes White","wholesaler","Rulindo","walk","ibijumba_by'_umweru"
77,"2024-01-04","17:36:29","Eastern","Kayonza","karoti","Carrot","wholesaler","Don't Know","bicycle","karoti"
79,"2024-01-04","17:34:11","Eastern","Ngoma","ubunyobwa","Ground Nuts","own_farm","Ngoma","bicycle","ubunyobwa"
80,"2024-01-04","17:32:05","Kigali","Gasabo","ingano za sayiri","Barley","neighbour_farm","Gasabo","walk","ingano za sayiri"
84,"2024-01-04","17:25:36","Southern","Kamonyi","ibishyimbo byumye","Field Beans","own_farm","Kamonyi","walk","ibishyimbo byumye"
85,"2024-01-04","17:07:40","Kigali","Gasabo","imiteja","Faba Beans","neighbour_farm","Gicumbi","bicycle","imiteja"
86,"2024-01-04","17:04:02","Kigali","Gasabo","ibitunguru","Onion","wholesaler","Gasabo","bus","ibitunguru"
87,"2024-01-04","17:02:43","Kigali","Gasabo","karoti","Carrot","wholesaler","Gasabo","bicycle","karoti"
88,"2024-01-04","17:01:10","Kigali","Gasabo","urusenda","Chilli","wholesaler","Gasabo","bus","urusenda"
89,"2024-01-04","16:59:04","Kigali","Gasabo","intoryi","Aubergine","wholesaler","Gicumbi","bicycle","intoryi"
90,"2024-01-04","16:30:35","Southern","Nyanza","ibitoki","Banana Cooking","neighbour_farm","Nyanza","bicycle","ibitoki"
91,"2024-01-04","16:26:38","Northern","Burera","ibinyomoro","Tree Tomato","wholesaler","Burera","car","ibinyomoro"
92,"2024-01-04","16:23:30","Kigali","Gasabo","ingano","Wheat","wholesaler","Gasabo","bicycle","ingano"
93,"2024-01-04","16:20:43","Southern","Nyanza","ibitoki","Banana Cooking","neighbour_farm","Nyanza","bicycle","ibitoki"
94,"2024-01-04","16:13:00","Southern","Nyanza","ibitoki","Banana Cooking","neighbour_farm","Nyanza","bicycle","ibitoki"
95,"2024-01-04","16:12:50","Western","Rusizi","ibishyimbo byumye","Field Beans","wholesaler","Rusizi","walk","ibishyimbo byumye"
96,"2024-01-04","16:04:55","Western","Nyamasheke","soya","Soya Beans","wholesaler","Nyamasheke","bicycle","soya"
97,"2024-01-04","16:04:50","Southern","Nyamagabe","avoka","Avocado","neighbour_farm","Gakenke","truck","avoka"
98,"2024-01-04","15:58:04","Northern","Gicumbi","ipapayi","Papaya","wholesaler","Gicumbi","moto","ipapayi"
99,"2024-01-04","15:57:56","Western","Nyamasheke","ibishyimbo byumye","Field Beans","neighbour_farm","Nyamasheke","bicycle","ibishyimbo byumye"
100,"2024-01-04","15:56:24","Northern","Gicumbi","ibitunguru","Onion","wholesaler","Gicumbi","truck","ibitunguru"
101,"2024-01-04","15:54:57","Northern","Gicumbi","amashaza","Green Peas","wholesaler","Gicumbi","car","amashaza"
102,"2024-01-04","15:54:20","Western","Rubavu","ibishyimbo byumye","Field Beans","wholesaler","Rubavu","bus","ibishyimbo byumye"
103,"2024-01-04","15:48:28","Kigali","Gasabo","avoka","Avocado","neighbour_farm","Gasabo","car","avoka"
