"","X","date","time","Province","District","items_sold_label","Food.Item...English","source_channel","source_location","market_transport"
"7350",17,"2024-01-04","21:38:01","Southern","Ruhango","ibihaza","Pumpkin","wholesaler","Ruhango","bicycle"
"7351",18,"2024-01-04","21:35:45","Western","Nyamasheke","imboga za dodo","Amaranth Leaves","own_farm","Nyamasheke","bicycle"
"7352",19,"2024-01-04","21:22:26","Kigali","Kicukiro","ibitunguru","Onion","wholesaler","Kicukiro","bicycle"
"7353",20,"2024-01-04","21:14:56","Western","Karongi","ibitunguru","Onion","wholesaler","Don't Know","walk"
"7354",21,"2024-01-04","21:10:44","Kigali","Nyarugenge","ibitoki","Banana Cooking","cooperative","Rwamagana","truck"
"7355",22,"2024-01-04","21:09:01","Western","Karongi","inyanya","Tomato","neighbour_farm","Karongi","walk"
"7356",23,"2024-01-04","21:07:40","Eastern","Kirehe","ibishyimbo byumye","Field Beans","neighbour_farm","Kirehe","bicycle"
"7357",24,"2024-01-04","21:06:46","Western","Nyamasheke","amasaka","Sorghum","neighbour_farm","Nyamasheke","bicycle"
"7358",26,"2024-01-04","21:03:37","Southern","Muhanga","imiteja","Faba Beans","neighbour_farm","Don't Know","walk"
"7359",27,"2024-01-04","21:03:26","Eastern","Kirehe","ingano za sayiri","Barley","wholesaler","Kirehe","bicycle"
"7360",28,"2024-01-04","21:03:18","Western","Karongi","karoti","Carrot","wholesaler","Rubavu","car"
"7361",31,"2024-01-04","20:48:41","Northern","Gakenke","ibitunguru","Onion","wholesaler","Gakenke","car"
"7362",33,"2024-01-04","20:28:36","Northern","Burera","ibitunguru","Onion","wholesaler","Don't Know","moto"
"7363",34,"2024-01-04","20:27:46","Southern","Ruhango","ibigori","Maize","own_farm","Ruhango","bicycle"
"7364",36,"2024-01-04","20:13:11","Eastern","Kirehe","ibijumba_by'_umweru","Sweet Potatoes White","neighbour_farm","Kirehe","moto"
"7365",42,"2024-01-04","20:11:47","Eastern","Kirehe","ibigori","Maize","wholesaler","Kirehe","car"
"7366",45,"2024-01-04","19:43:23","Northern","Gicumbi","ibihaza","Pumpkin","neighbour_farm","Gicumbi","bicycle"
"7367",47,"2024-01-04","19:34:24","Western","Nyamasheke","ibigori","Maize","wholesaler","Nyamasheke","car"
"7368",48,"2024-01-04","19:26:03","Western","Karongi","karoti","Carrot","neighbour_farm","Karongi","bicycle"
"7369",51,"2024-01-04","18:45:23","Northern","Gicumbi","ibigori","Maize","wholesaler","Burera","bicycle"
"7370",52,"2024-01-04","18:33:11","Northern","Gicumbi","ibishyimbo byumye","Field Beans","wholesaler","Burera","bicycle"
"7371",53,"2024-01-04","18:28:08","Eastern","Nyagatare","ibitoki","Banana Cooking","wholesaler","Nyagatare","bicycle"
"7372",54,"2024-01-04","18:25:59","Eastern","Kirehe","soya","Soya Beans","wholesaler","Kicukiro","car"
"7373",55,"2024-01-04","18:18:58","Western","Nyamasheke","ibitoki","Banana Cooking","neighbour_farm","Nyamasheke","walk"
"7374",56,"2024-01-04","18:12:13","Eastern","Nyagatare","ibitunguru","Onion","wholesaler","Nyagatare","bicycle"
"7375",57,"2024-01-04","18:12:07","Southern","Huye","ibijumba_by'_umweru","Sweet Potatoes White","wholesaler","Huye","bicycle"
"7376",58,"2024-01-04","18:11:12","Southern","Nyamagabe","ibijumba_by'_umweru","Sweet Potatoes White","neighbour_farm","Nyamagabe","walk"
"7377",59,"2024-01-04","18:08:48","Eastern","Nyagatare","imiteja","Faba Beans","wholesaler","Nyagatare","bicycle"
"7378",60,"2024-01-04","18:07:37","Eastern","Nyagatare","imiteja","Faba Beans","wholesaler","Nyagatare","bicycle"
"7379",61,"2024-01-04","18:06:26","Eastern","Kirehe","amashu","Cabbage","neighbour_farm","Kirehe","moto"
"7380",62,"2024-01-04","18:03:59","Eastern","Nyagatare","beterave","Beetroot","wholesaler","Nyagatare","bicycle"
"7381",63,"2024-01-04","18:03:09","Eastern","Nyagatare","karoti","Carrot","wholesaler","Nyagatare","bicycle"
"7382",64,"2024-01-04","17:59:06","Kigali","Nyarugenge","urusenda","Chilli","own_farm","Nyarugenge","bicycle"
"7383",65,"2024-01-04","17:58:03","Northern","Gakenke","ibinyomoro","Tree Tomato","neighbour_farm","Gakenke","walk"
"7384",66,"2024-01-04","17:52:48","Southern","Huye","ibishyimbo byumye","Field Beans","wholesaler","Huye","bicycle"
"7385",67,"2024-01-04","17:51:40","Northern","Gakenke","amatunda","Passionfruit","neighbour_farm","Gakenke","walk"
"7386",69,"2024-01-04","17:45:56","Kigali","Kicukiro","imboga za dodo","Amaranth Leaves","neighbour_farm","Don't Know","bicycle"
"7387",70,"2024-01-04","17:44:56","Eastern","Nyagatare","uburo","Millet","neighbour_farm","Nyagatare","bicycle"
"7388",71,"2024-01-04","17:43:38","Eastern","Ngoma","uburo","Millet","neighbour_farm","Ngoma","bicycle"
"7389",72,"2024-01-04","17:42:11","Kigali","Nyarugenge","amateke ya taro","Taro","wholesaler","Nyagatare","car"
"7390",73,"2024-01-04","17:40:21","Eastern","Kayonza","inyanya","Tomato","wholesaler","Kayonza","bicycle"
"7391",74,"2024-01-04","17:39:07","Eastern","Kayonza","beterave","Beetroot","own_farm","Gakenke","walk"
"7392",75,"2024-01-04","17:37:43","Kigali","Nyarugenge","ibijumba_by'_umweru","Sweet Potatoes White","wholesaler","Nyarugenge","moto"
"7393",76,"2024-01-04","17:37:11","Northern","Rulindo","ibijumba_by'_umweru","Sweet Potatoes White","wholesaler","Rulindo","walk"
"7394",77,"2024-01-04","17:36:29","Eastern","Kayonza","karoti","Carrot","wholesaler","Don't Know","bicycle"
"7395",79,"2024-01-04","17:34:11","Eastern","Ngoma","ubunyobwa","Ground Nuts","own_farm","Ngoma","bicycle"
"7396",80,"2024-01-04","17:32:05","Kigali","Gasabo","ingano za sayiri","Barley","neighbour_farm","Gasabo","walk"
"7397",84,"2024-01-04","17:25:36","Southern","Kamonyi","ibishyimbo byumye","Field Beans","own_farm","Kamonyi","walk"
"7398",85,"2024-01-04","17:07:40","Kigali","Gasabo","imiteja","Faba Beans","neighbour_farm","Gicumbi","bicycle"
"7399",86,"2024-01-04","17:04:02","Kigali","Gasabo","ibitunguru","Onion","wholesaler","Gasabo","bus"
"7400",87,"2024-01-04","17:02:43","Kigali","Gasabo","karoti","Carrot","wholesaler","Gasabo","bicycle"
"7401",88,"2024-01-04","17:01:10","Kigali","Gasabo","urusenda","Chilli","wholesaler","Gasabo","bus"
"7402",89,"2024-01-04","16:59:04","Kigali","Gasabo","intoryi","Aubergine","wholesaler","Gicumbi","bicycle"
"7403",90,"2024-01-04","16:30:35","Southern","Nyanza","ibitoki","Banana Cooking","neighbour_farm","Nyanza","bicycle"
"7404",91,"2024-01-04","16:26:38","Northern","Burera","ibinyomoro","Tree Tomato","wholesaler","Burera","car"
"7405",92,"2024-01-04","16:23:30","Kigali","Gasabo","ingano","Wheat","wholesaler","Gasabo","bicycle"
"7406",93,"2024-01-04","16:20:43","Southern","Nyanza","ibitoki","Banana Cooking","neighbour_farm","Nyanza","bicycle"
"7407",94,"2024-01-04","16:13:00","Southern","Nyanza","ibitoki","Banana Cooking","neighbour_farm","Nyanza","bicycle"
"7408",95,"2024-01-04","16:12:50","Western","Rusizi","ibishyimbo byumye","Field Beans","wholesaler","Rusizi","walk"
"7409",96,"2024-01-04","16:04:55","Western","Nyamasheke","soya","Soya Beans","wholesaler","Nyamasheke","bicycle"
"7410",97,"2024-01-04","16:04:50","Southern","Nyamagabe","avoka","Avocado","neighbour_farm","Gakenke","truck"
"7411",98,"2024-01-04","15:58:04","Northern","Gicumbi","ipapayi","Papaya","wholesaler","Gicumbi","moto"
"7412",99,"2024-01-04","15:57:56","Western","Nyamasheke","ibishyimbo byumye","Field Beans","neighbour_farm","Nyamasheke","bicycle"
"7413",100,"2024-01-04","15:56:24","Northern","Gicumbi","ibitunguru","Onion","wholesaler","Gicumbi","truck"
"7414",101,"2024-01-04","15:54:57","Northern","Gicumbi","amashaza","Green Peas","wholesaler","Gicumbi","car"
"7415",102,"2024-01-04","15:54:20","Western","Rubavu","ibishyimbo byumye","Field Beans","wholesaler","Rubavu","bus"
"7416",103,"2024-01-04","15:48:28","Kigali","Gasabo","avoka","Avocado","neighbour_farm","Gasabo","car"
"7417",104,"2024-01-04","15:48:15","Eastern","Kayonza","ibijumba_bisa_oranje","Sweet Potatoes Orange","neighbour_farm","Kayonza","bicycle"
"7418",106,"2024-01-04","15:44:46","Northern","Gicumbi","avoka","Avocado","neighbour_farm","Don't Know","bicycle"
"7419",107,"2024-01-04","15:42:26","Eastern","Gatsibo","ibirayi","Potato","neighbour_farm","Gatsibo","bicycle"
"7420",108,"2024-01-04","15:37:56","Northern","Gakenke","ibirayi","Potato","neighbour_farm","Gakenke","bicycle"
"7421",109,"2024-01-04","15:36:45","Kigali","Kicukiro","ibitoki","Banana Cooking","wholesaler","Kayonza","bus"
"7422",110,"2024-01-04","15:30:18","Eastern","Bugesera","amafi","Fish","wholesaler","Bugesera","car"
"7423",111,"2024-01-04","15:25:47","Western","Karongi","ibijumba_bisa_oranje","Sweet Potatoes Orange","wholesaler","Karongi","bicycle"
"7424",112,"2024-01-04","15:22:40","Eastern","Gatsibo","amashu","Cabbage","wholesaler","Gatsibo","walk"
"7425",113,"2024-01-04","15:17:14","Kigali","Gasabo","amafi","Fish","wholesaler","Gasabo","bicycle"
"7426",114,"2024-01-04","15:13:37","Kigali","Nyarugenge","inyama z'inka","Cow Meat","wholesaler","Nyarugenge","car"
"7427",116,"2024-01-04","15:09:33","Eastern","Gatsibo","soya","Soya Beans","wholesaler","Gatsibo","bicycle"
"7428",117,"2024-01-04","15:08:01","Southern","Nyanza","inyanya","Tomato","neighbour_farm","Nyanza","bicycle"
"7429",118,"2024-01-04","15:07:33","Eastern","Kirehe","inyanya","Tomato","neighbour_farm","Kirehe","walk"
"7430",119,"2024-01-04","15:07:23","Northern","Musanze","imyumbati","Cassava Root","wholesaler","Gakenke","car"
"7431",120,"2024-01-04","15:06:42","Eastern","Rwamagana","inyanya","Tomato","wholesaler","Rwamagana","walk"
"7432",121,"2024-01-04","15:04:11","Eastern","Rwamagana","ibitunguru","Onion","wholesaler","Rwamagana","bicycle"
"7433",122,"2024-01-04","15:02:43","Eastern","Gatsibo","uburo","Millet","wholesaler","Gatsibo","bicycle"
"7434",123,"2024-01-04","15:02:03","Western","Nyamasheke","umuceli","Rice","wholesaler","Nyamasheke","walk"
"7435",124,"2024-01-04","15:01:00","Eastern","Rwamagana","amashu","Cabbage","wholesaler","Rwamagana","bicycle"
"7436",125,"2024-01-04","14:56:03","Eastern","Rwamagana","umuceli","Rice","wholesaler","Rwamagana","bicycle"
"7437",128,"2024-01-04","14:51:22","Kigali","Gasabo","inanasi","Pineapple","wholesaler","Gasabo","bus"
"7438",129,"2024-01-04","14:50:10","Eastern","Rwamagana","inanasi","Pineapple","wholesaler","Rwamagana","bicycle"
"7439",130,"2024-01-04","14:49:23","Southern","Kamonyi","inanasi","Pineapple","neighbour_farm","Kamonyi","car"
"7440",131,"2024-01-04","14:48:58","Eastern","Gatsibo","ibigori","Maize","wholesaler","Gatsibo","moto"
"7441",132,"2024-01-04","14:48:54","Southern","Ruhango","amashu","Cabbage","neighbour_farm","Ruhango","bicycle"
"7442",133,"2024-01-04","14:47:32","Western","Nyamasheke","inyanya","Tomato","neighbour_farm","Nyamasheke","walk"
"7443",134,"2024-01-04","14:46:44","Kigali","Kicukiro","ibitoki","Banana Cooking","wholesaler","Kayonza","bus"
"7444",135,"2024-01-04","14:46:25","Western","Rubavu","ibitunguru","Onion","wholesaler","Rubavu","bicycle"
"7445",136,"2024-01-04","14:45:32","Southern","Kamonyi","amagi","Eggs","neighbour_farm","Kamonyi","car"
"7446",137,"2024-01-04","14:45:19","Eastern","Kirehe","inanasi","Pineapple","neighbour_farm","Kirehe","walk"
"7447",139,"2024-01-04","14:44:15","Western","Rubavu","urusenda","Chilli","wholesaler","Rubavu","bicycle"
"7448",140,"2024-01-04","14:41:37","Western","Rusizi","ibinyomoro","Tree Tomato","neighbour_farm","Nyamasheke","car"
"7449",141,"2024-01-04","14:41:35","Western","Rubavu","beterave","Beetroot","wholesaler","Rubavu","bicycle"
"7450",142,"2024-01-04","14:41:28","Kigali","Kicukiro","ibitoki","Banana Cooking","wholesaler","Kayonza","bus"
"7451",143,"2024-01-04","14:40:12","Western","Rusizi","inanasi","Pineapple","wholesaler","Rusizi","bicycle"
"7452",144,"2024-01-04","14:38:56","Northern","Gakenke","imyumbati","Cassava Root","neighbour_farm","Musanze","bicycle"
"7453",145,"2024-01-04","14:37:52","Western","Rusizi","amatunda","Passionfruit","neighbour_farm","Rusizi","car"
"7454",146,"2024-01-04","14:36:45","Kigali","Nyarugenge","ibitunguru","Onion","wholesaler","Nyarugenge","walk"
"7455",147,"2024-01-04","14:34:43","Kigali","Kicukiro","ibirayi","Potato","wholesaler","Kicukiro","car"
"7456",148,"2024-01-04","14:32:54","Western","Nyamasheke","imineke","Banana Sweet","neighbour_farm","Nyamasheke","walk"
"7457",149,"2024-01-04","14:32:34","Kigali","Nyarugenge","amashaza","Green Peas","wholesaler","Nyarugenge","walk"
"7458",150,"2024-01-04","14:32:25","Western","Rusizi","ipapayi","Papaya","neighbour_farm","Rusizi","car"
"7459",151,"2024-01-04","14:32:04","Southern","Kamonyi","ibitunguru","Onion","wholesaler","Kamonyi","walk"
"7460",152,"2024-01-04","14:28:18","Kigali","Nyarugenge","intoryi","Aubergine","wholesaler","Nyarugenge","walk"
"7461",153,"2024-01-04","14:27:52","Northern","Gakenke","imboga za dodo","Amaranth Leaves","neighbour_farm","Gakenke","bicycle"
"7462",154,"2024-01-04","14:25:11","Northern","Musanze","amashu","Cabbage","neighbour_farm","Musanze","bicycle"
"7463",155,"2024-01-04","14:25:08","Western","Nyamasheke","ibitoki","Banana Cooking","own_farm","Nyamasheke","walk"
"7464",156,"2024-01-04","14:23:12","Eastern","Bugesera","sipinaci","Spinach","wholesaler","Bugesera","car"
"7465",157,"2024-01-04","14:22:29","Kigali","Gasabo","ibijumba_by'_umweru","Sweet Potatoes White","wholesaler","Gicumbi","bicycle"
"7466",158,"2024-01-04","14:22:23","Northern","Musanze","imiteja","Faba Beans","wholesaler","Musanze","bicycle"
"7467",159,"2024-01-04","14:21:46","Eastern","Nyagatare","amasaka","Sorghum","wholesaler","Nyagatare","bicycle"
"7468",160,"2024-01-04","14:21:07","Southern","Huye","ibitoki","Banana Cooking","neighbour_farm","Huye","walk"
"7469",161,"2024-01-04","14:20:02","Western","Nyamasheke","amafi","Fish","wholesaler","Nyamasheke","car"
"7470",162,"2024-01-04","14:20:00","Northern","Gicumbi","imiteja","Faba Beans","wholesaler","Musanze","car"
"7471",163,"2024-01-04","14:19:49","Eastern","Gatsibo","amateke ya taro","Taro","neighbour_farm","Gatsibo","bicycle"
"7472",164,"2024-01-04","14:17:43","Eastern","Bugesera","ibitunguru","Onion","wholesaler","Bugesera","car"
"7473",165,"2024-01-04","14:17:15","Northern","Musanze","karoti","Carrot","wholesaler","Musanze","bicycle"
"7474",166,"2024-01-04","14:16:17","Northern","Gicumbi","shufureri","Cauliflower","neighbour_farm","Musanze","car"
"7475",167,"2024-01-04","14:16:15","Southern","Kamonyi","isombe","Cassava Leaves","wholesaler","Kamonyi","walk"
"7476",168,"2024-01-04","14:14:11","Western","Karongi","soya","Soya Beans","neighbour_farm","Karongi","walk"
"7477",169,"2024-01-04","14:14:10","Northern","Gicumbi","ibitunguru","Onion","own_farm","Gicumbi","walk"
"7478",170,"2024-01-04","14:14:03","Eastern","Nyagatare","inyanya","Tomato","wholesaler","Nyagatare","walk"
"7479",171,"2024-01-04","14:13:45","Kigali","Nyarugenge","beterave","Beetroot","wholesaler","Nyarugenge","moto"
"7480",172,"2024-01-04","14:13:41","Eastern","Bugesera","imiteja","Faba Beans","wholesaler","Bugesera","bicycle"
"7481",173,"2024-01-04","14:13:02","Eastern","Nyagatare","uburo","Millet","wholesaler","Nyagatare","moto"
"7482",174,"2024-01-04","14:12:45","Eastern","Nyagatare","ibitunguru","Onion","wholesaler","Nyagatare","walk"
"7483",175,"2024-01-04","14:12:34","Eastern","Kirehe","amasaka","Sorghum","cooperative","Kirehe","bicycle"
"7484",176,"2024-01-04","14:12:06","Southern","Kamonyi","urusenda","Chilli","wholesaler","Kamonyi","walk"
"7485",177,"2024-01-04","14:11:47","Western","Karongi","ibigori","Maize","wholesaler","Don't Know","bicycle"
"7486",179,"2024-01-04","14:10:43","Southern","Ruhango","inanasi","Pineapple","neighbour_farm","Ruhango","bicycle"
"7487",180,"2024-01-04","14:10:40","Northern","Musanze","intoryi","Aubergine","wholesaler","Musanze","bicycle"
"7488",181,"2024-01-04","14:10:34","Kigali","Nyarugenge","imyumbati","Cassava Root","wholesaler","Nyarugenge","moto"
"7489",182,"2024-01-04","14:09:55","Northern","Gicumbi","urusenda","Chilli","own_farm","Gicumbi","walk"
"7490",183,"2024-01-04","14:09:35","Southern","Nyanza","amashu","Cabbage","neighbour_farm","Nyanza","walk"
"7491",184,"2024-01-04","14:08:49","Western","Karongi","ibishyimbo byumye","Field Beans","neighbour_farm","Karongi","walk"
"7492",186,"2024-01-04","14:07:32","Eastern","Ngoma","ibijumba_by'_umweru","Sweet Potatoes White","neighbour_farm","Ngoma","bicycle"
"7493",187,"2024-01-04","14:07:28","Eastern","Kayonza","imboga za dodo","Amaranth Leaves","wholesaler","Kayonza","walk"
"7494",188,"2024-01-04","14:05:59","Southern","Gisagara","ibitoki","Banana Cooking","wholesaler","Gisagara","walk"
"7495",189,"2024-01-04","14:05:37","Eastern","Gatsibo","ibitunguru","Onion","wholesaler","Nyagatare","car"
"7496",190,"2024-01-04","14:05:29","Eastern","Nyagatare","ingano za sayiri","Barley","wholesaler","Nyagatare","car"
"7497",191,"2024-01-04","14:05:10","Southern","Kamonyi","ibigori","Maize","cooperative","Kamonyi","walk"
"7498",192,"2024-01-04","14:04:51","Western","Nyamasheke","inyanya","Tomato","neighbour_farm","Nyamasheke","walk"
"7499",193,"2024-01-04","14:04:22","Southern","Nyanza","ibitunguru","Onion","neighbour_farm","Nyanza","bicycle"
"7500",194,"2024-01-04","14:04:04","Eastern","Nyagatare","amagi","Eggs","wholesaler","Nyagatare","walk"
"7501",195,"2024-01-04","14:02:23","Northern","Gicumbi","imiteja","Faba Beans","neighbour_farm","Rulindo","car"
"7502",196,"2024-01-04","14:01:08","Southern","Huye","ibitunguru","Onion","neighbour_farm","Gisagara","bicycle"
"7503",197,"2024-01-04","13:59:25","Northern","Gicumbi","urusenda","Chilli","wholesaler","Rulindo","car"
"7504",198,"2024-01-04","13:58:30","Southern","Kamonyi","amashaza","Green Peas","neighbour_farm","Kamonyi","bicycle"
"7505",199,"2024-01-04","13:56:43","Western","Rusizi","amashu","Cabbage","wholesaler","Rusizi","bicycle"
"7506",200,"2024-01-04","13:56:29","Eastern","Kayonza","soya","Soya Beans","wholesaler","Kayonza","bicycle"
"7507",201,"2024-01-04","13:56:27","Northern","Gicumbi","karoti","Carrot","neighbour_farm","Gicumbi","bicycle"
"7508",202,"2024-01-04","13:54:41","Southern","Gisagara","avoka","Avocado","wholesaler","Gisagara","walk"
"7509",203,"2024-01-04","13:53:38","Southern","Ruhango","imyumbati","Cassava Root","wholesaler","Ruhango","walk"
"7510",204,"2024-01-04","13:53:26","Eastern","Kirehe","soya","Soya Beans","wholesaler","Kirehe","bicycle"
"7511",205,"2024-01-04","13:53:17","Southern","Muhanga","avoka","Avocado","neighbour_farm","Muhanga","walk"
"7512",206,"2024-01-04","13:53:11","Eastern","Kayonza","amasaka","Sorghum","wholesaler","Kayonza","bicycle"
"7513",207,"2024-01-04","13:52:59","Eastern","Kayonza","amashu","Cabbage","cooperative","Kayonza","bicycle"
"7514",208,"2024-01-04","13:52:08","Southern","Kamonyi","ibishyimbo byumye","Field Beans","neighbour_farm","Kamonyi","bicycle"
"7515",209,"2024-01-04","13:49:51","Western","Karongi","avoka","Avocado","wholesaler","Karongi","walk"
"7516",210,"2024-01-04","13:49:37","Eastern","Kirehe","beterave","Beetroot","neighbour_farm","Kirehe","walk"
"7517",211,"2024-01-04","13:49:27","Eastern","Kayonza","ibishyimbo byumye","Field Beans","wholesaler","Kayonza","bicycle"
"7518",212,"2024-01-04","13:48:52","Kigali","Gasabo","ibitunguru","Onion","wholesaler","Gicumbi","bus"
"7519",213,"2024-01-04","13:47:28","Southern","Muhanga","avoka","Avocado","neighbour_farm","Muhanga","walk"
"7520",214,"2024-01-04","13:45:00","Eastern","Kirehe","inanasi","Pineapple","own_farm","Rusizi","car"
"7521",215,"2024-01-04","13:43:49","Eastern","Kayonza","ibitunguru","Onion","wholesaler","Don't Know","walk"
"7522",217,"2024-01-04","13:42:40","Kigali","Gasabo","ibitunguru","Onion","wholesaler","Gicumbi","bicycle"
"7523",218,"2024-01-04","13:42:09","Western","Rusizi","inanasi","Pineapple","wholesaler","Rusizi","bicycle"
"7524",219,"2024-01-04","13:41:01","Northern","Gakenke","ibirayi","Potato","wholesaler","Musanze","car"
"7525",221,"2024-01-04","13:38:14","Northern","Burera","ibisheke","Sugarcane","wholesaler","Gakenke","bicycle"
"7526",223,"2024-01-04","13:38:01","Southern","Gisagara","ibitunguru","Onion","wholesaler","Gisagara","bicycle"
"7527",224,"2024-01-04","13:36:40","Kigali","Kicukiro","ibirayi","Potato","wholesaler","Don't Know","walk"
"7528",225,"2024-01-04","13:36:01","Western","Ngororero","intoryi","Aubergine","neighbour_farm","Ngororero","bicycle"
"7529",226,"2024-01-04","13:35:37","Northern","Burera","amatunda","Passionfruit","neighbour_farm","Burera","bicycle"
"7530",227,"2024-01-04","13:35:29","Western","Nyamasheke","imiteja","Faba Beans","wholesaler","Gasabo","bus"
"7531",228,"2024-01-04","13:35:08","Kigali","Kicukiro","intoryi","Aubergine","wholesaler","Kamonyi","bus"
"7532",230,"2024-01-04","13:35:05","Southern","Kamonyi","ibijumba_by'_umweru","Sweet Potatoes White","wholesaler","Kamonyi","bicycle"
"7533",231,"2024-01-04","13:34:58","Northern","Gakenke","ibinyomoro","Tree Tomato","wholesaler","Gakenke","bicycle"
"7534",232,"2024-01-04","13:34:53","Kigali","Nyarugenge","inyanya","Tomato","wholesaler","Nyarugenge","bus"
"7535",233,"2024-01-04","13:32:30","Eastern","Kirehe","amasaka","Sorghum","wholesaler","Kirehe","bicycle"
"7536",234,"2024-01-04","13:32:06","Northern","Rulindo","imiteja","Faba Beans","neighbour_farm","Rulindo","bicycle"
"7537",235,"2024-01-04","13:31:41","Southern","Nyamagabe","avoka","Avocado","wholesaler","Nyamagabe","bicycle"
"7538",236,"2024-01-04","13:31:21","Northern","Gakenke","inyanya","Tomato","wholesaler","Gakenke","bicycle"
"7539",237,"2024-01-04","13:31:10","Eastern","Rwamagana","inyanya","Tomato","wholesaler","Rwamagana","bicycle"
"7540",238,"2024-01-04","13:30:54","Western","Nyamasheke","karoti","Carrot","wholesaler","Nyamasheke","walk"
"7541",239,"2024-01-04","13:30:28","Northern","Burera","ipapayi","Papaya","neighbour_farm","Burera","bicycle"
"7542",240,"2024-01-04","13:30:19","Kigali","Gasabo","ibitoki","Banana Cooking","wholesaler","Gasabo","walk"
"7543",241,"2024-01-04","13:29:57","Eastern","Ngoma","ibitoki","Banana Cooking","wholesaler","Ngoma","bicycle"
"7544",242,"2024-01-04","13:29:48","Southern","Nyaruguru","ibigori","Maize","neighbour_farm","Nyaruguru","bicycle"
"7545",243,"2024-01-04","13:29:43","Kigali","Kicukiro","uburo","Millet","wholesaler","Kicukiro","moto"
"7546",244,"2024-01-04","13:29:34","Eastern","Kirehe","uburo","Millet","wholesaler","Kirehe","walk"
"7547",245,"2024-01-04","13:29:31","Eastern","Kirehe","ibigori","Maize","wholesaler","Kirehe","bicycle"
"7548",246,"2024-01-04","13:28:49","Eastern","Nyagatare","ibitoki","Banana Cooking","own_farm","Nyagatare","moto"
"7549",247,"2024-01-04","13:28:42","Western","Rubavu","urusenda","Chilli","wholesaler","Rubavu","walk"
"7550",248,"2024-01-04","13:27:45","Southern","Kamonyi","amashaza","Green Peas","own_farm","Kamonyi","car"
"7551",249,"2024-01-04","13:27:35","Northern","Gicumbi","beterave","Beetroot","wholesaler","Gicumbi","bicycle"
"7552",250,"2024-01-04","13:27:30","Eastern","Ngoma","imyumbati","Cassava Root","neighbour_farm","Ngoma","bicycle"
"7553",251,"2024-01-04","13:27:27","Southern","Ruhango","amateke ya taro","Taro","wholesaler","Ruhango","bicycle"
"7554",252,"2024-01-04","13:26:57","Northern","Rulindo","karoti","Carrot","neighbour_farm","Rulindo","bicycle"
"7555",255,"2024-01-04","13:26:01","Western","Rubavu","imiteja","Faba Beans","wholesaler","Gasabo","car"
"7556",256,"2024-01-04","13:25:50","Western","Rubavu","imiteja","Faba Beans","wholesaler","Gasabo","car"
"7557",257,"2024-01-04","13:25:41","Southern","Kamonyi","ibigori","Maize","neighbour_farm","Kamonyi","car"
"7558",258,"2024-01-04","13:24:50","Eastern","Nyagatare","ibitoki","Banana Cooking","wholesaler","Nyagatare","walk"
"7559",259,"2024-01-04","13:24:46","Kigali","Kicukiro","ingano za sayiri","Barley","wholesaler","Kicukiro","moto"
"7560",260,"2024-01-04","13:24:35","Northern","Gicumbi","karoti","Carrot","wholesaler","Gicumbi","bicycle"
"7561",261,"2024-01-04","13:24:06","Northern","Burera","inyanya","Tomato","own_farm","Burera","car"
"7562",262,"2024-01-04","13:24:00","Eastern","Bugesera","inanasi","Pineapple","neighbour_farm","Burera","car"
"7563",263,"2024-01-04","13:23:51","Western","Rusizi","karoti","Carrot","wholesaler","Rusizi","car"
"7564",264,"2024-01-04","13:23:47","Northern","Burera","avoka","Avocado","neighbour_farm","Burera","bicycle"
"7565",265,"2024-01-04","13:23:47","Southern","Huye","soya","Soya Beans","wholesaler","Huye","bicycle"
"7566",266,"2024-01-04","13:23:46","Eastern","Nyagatare","ibitoki","Banana Cooking","wholesaler","Nyagatare","moto"
"7567",267,"2024-01-04","13:23:40","Eastern","Bugesera","amateke ya taro","Taro","wholesaler","Bugesera","moto"
"7568",268,"2024-01-04","13:23:26","Kigali","Nyarugenge","ibitunguru","Onion","wholesaler","Nyarugenge","truck"
"7569",269,"2024-01-04","13:22:59","Eastern","Nyagatare","ibinyomoro","Tree Tomato","wholesaler","Gasabo","bus"
"7570",270,"2024-01-04","13:22:48","Northern","Rulindo","intoryi","Aubergine","neighbour_farm","Rulindo","bicycle"
"7571",271,"2024-01-04","13:22:20","Kigali","Nyarugenge","imboga za dodo","Amaranth Leaves","wholesaler","Nyarugenge","moto"
"7572",272,"2024-01-04","13:22:16","Northern","Gakenke","inyanya","Tomato","cooperative","Gakenke","bicycle"
"7573",273,"2024-01-04","13:22:12","Eastern","Gatsibo","ibitunguru","Onion","wholesaler","Nyagatare","moto"
"7574",274,"2024-01-04","13:22:07","Kigali","Gasabo","sipinaci","Spinach","wholesaler","Gasabo","car"
"7575",276,"2024-01-04","13:21:46","Southern","Nyanza","inyanya","Tomato","wholesaler","Nyanza","bicycle"
"7576",277,"2024-01-04","13:21:39","Western","Rubavu","urusenda","Chilli","wholesaler","Gasabo","car"
"7577",278,"2024-01-04","13:21:37","Northern","Gicumbi","ibitoki","Banana Cooking","wholesaler","Gicumbi","bicycle"
"7578",279,"2024-01-04","13:21:27","Northern","Burera","ibijumba_by'_umweru","Sweet Potatoes White","neighbour_farm","Burera","walk"
"7579",281,"2024-01-04","13:21:06","Northern","Gicumbi","inyanya","Tomato","wholesaler","Gatsibo","moto"
"7580",282,"2024-01-04","13:20:45","Kigali","Nyarugenge","ibihaza","Pumpkin","wholesaler","Nyarugenge","walk"
